Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar,RPM,Current_A,Voltage_V,Operating_Hours,Load_Percentage,Maintenance_Count,Last_Maintenance_Days,Failure_History,Machine_Status
M04394,63.61,4.75,73,1800,11.12,416.11,7434,74.74,1,82,Yes,Normal
M04395,80.08,5.03,90.96,1432,10.34,457.93,3789,36.46,1,111,Yes,Normal
M04396,53.71,3.44,72.11,2819,6.08,410.8,7063,83.8,3,50,No,Normal
M04397,59.19,7.11,103.71,2072,14.28,467.72,5557,61.11,1,80,No,Fault
M04398,58.43,2.49,92.45,3425,7.26,472.76,3438,77.8,2,152,No,Normal
M04399,82.96,4.97,75.36,3056,10.3,427.83,1486,61.89,2,149,Yes,Fault
M04400,81.31,4.94,86.13,2880,13.07,426.71,3134,61.66,2,183,No,Normal
M04401,75.85,4.4,73.05,2429,10.54,430.65,6057,74.35,3,147,Yes,Fault
M04402,82.86,2.17,106.06,3840,9.1,437.86,7195,73.01,2,99,No,Fault
M04403,59.45,6.07,107.72,3290,5.21,418.46,8087,56.5,3,41,No,Fault
M04404,74.18,5.84,94.75,3192,13.19,447.72,4278,42.82,1,107,No,Fault
M04405,68.5,3.28,106.79,3580,10.49,429.01,5013,58.53,5,86,No,Normal
M04406,80.16,5.77,87.13,2138,5.25,453.81,5884,72.12,7,37,Yes,Normal
M04407,68.62,5.17,95.69,3635,12.05,374.32,5259,90.26,3,109,No,Fault
M04408,65.38,2.19,102.15,2628,8.64,421.06,6323,62.61,4,72,Yes,Normal
M04409,76.49,2.96,84.92,3018,7.86,443.43,6113,51.69,2,81,No,Normal
M04410,80.51,6.55,86,2698,7.18,383.04,2514,44.88,1,66,No,Normal
M04411,61.98,5.06,98.07,1579,8.89,427.06,9541,70.42,5,134,Yes,Normal
M04412,69.27,3.48,94.05,3422,10.36,432.04,2002,61.07,1,45,No,Normal
M04413,57.3,2.95,74.42,1614,7.36,463.38,10272,56.63,4,64,No,Normal
M04414,40.02,3.57,54.38,2172,8.79,405.49,6437,94.85,2,38,Yes,Normal
M04415,72.41,3.7,82.54,2506,16,420.91,3021,74.03,4,84,No,Fault
M04416,77.31,2.98,55.64,1530,9.59,399.44,10521,75.22,2,226,No,Normal
M04417,73.14,1.36,71.13,2085,10.72,411.06,7053,57.6,4,146,No,Normal
M04418,46.61,6.55,72.76,2959,6.3,460.34,5115,65.92,3,184,No,Normal
M04419,65.79,6.25,77.04,2575,5.38,414.18,3625,69.37,6,24,No,Normal
M04420,43.38,2.21,96.49,2628,11.87,395.14,6530,57.31,5,199,Yes,Fault
M04421,86.44,4.75,99.53,2205,11.21,409.88,3511,81.28,4,78,No,Normal
M04422,56.97,2.88,92.12,2830,12.44,400.47,8482,56.46,5,202,No,Fault
M04423,85.06,4.03,93.86,2589,8.32,402.64,3695,86.65,5,211,Yes,Normal
M04424,81.35,3.88,94.19,1733,11.38,399.91,6808,79.9,1,87,Yes,Fault
M04425,59.19,3.73,50.04,2669,2.63,401,2660,76.77,3,201,No,Normal
M04426,56.41,8.11,85.14,1993,9.74,381.77,4358,68.15,4,177,No,Normal
M04427,74.2,3.71,59.85,3384,10.88,416.94,3582,64.83,4,113,No,Normal
M04428,59.87,3.05,92.13,2546,6.92,387.6,8189,85.26,4,194,No,Normal
M04429,71.23,3.13,55.7,4439,10.93,446.96,3929,60.07,6,263,No,Normal
M04430,64.21,6.38,82.47,3428,8.09,406.26,8732,25.32,3,137,No,Normal
M04431,48.63,1.53,92.67,2715,8.32,426.44,12000,61.75,2,51,No,Normal
M04432,43.23,3.13,69.35,3177,7.91,426.5,9111,59.78,3,206,Yes,Normal
M04433,72.72,7.1,98.46,1442,12.14,363.58,6076,54.65,5,81,No,Normal
M04434,63.26,4.94,92.09,3426,7.45,407.54,3253,84.67,3,102,No,Fault
M04435,63.36,4.85,90.33,2267,7.17,463.12,3178,40.66,6,105,No,Normal
M04436,78.35,8.34,94.77,2858,6.53,393.28,4325,62.46,1,365,No,Fault
M04437,84.08,4.94,79.97,2327,7.65,478.6,4882,66.06,2,118,No,Normal
M04438,66.73,3.23,87.13,2396,8.95,430.24,9665,56.4,1,19,No,Normal
M04439,65.91,3.99,85.14,2682,9.97,429.47,4904,84.19,1,166,No,Fault
M04440,76,2.46,84.82,2850,6.77,421.7,4643,96.71,3,49,No,Normal
M04441,53.72,6.76,75.59,2783,9.36,444.29,8082,69.74,6,165,No,Normal
M04442,72.68,5.53,67.6,2799,9.91,445.84,4252,73.77,1,104,Yes,Fault
M04443,76.62,6.52,80.28,1743,6.35,414.48,5738,80.18,4,64,No,Normal
M04444,78.16,6.68,79.51,4316,8.65,402.95,2220,71.76,3,34,Yes,Fault
M04445,46.76,3.75,74.69,2951,8.3,375.11,3652,100,4,91,No,Normal
M04446,60.86,2.8,96.93,3084,8.67,437.79,5526,60.69,5,97,No,Normal
M04447,59.46,4.41,68.59,2579,7.28,416.84,6002,75.59,4,98,Yes,Normal
M04448,71.2,2.93,82.6,2232,8.19,391.37,4246,61.46,1,117,No,Normal
M04449,75.77,4.8,101.33,2898,8.57,398.75,3257,91.11,1,50,No,Normal
M04450,87.96,6.54,97.73,2988,12.79,413.09,1794,52.32,3,33,Yes,Fault
M04451,64.06,4.2,102.03,3646,8.6,387.52,5278,52.26,0,66,Yes,Normal
M04452,64.03,4.77,76.73,4150,11.58,416.36,9864,68.49,5,42,No,Fault
M04453,83.8,4.33,95.98,3760,11.75,369.64,7718,94.67,1,180,No,Fault
M04454,73.56,5.94,70.12,1652,5.47,400.09,7536,95.51,2,33,Yes,Normal
M04455,85.21,3.3,81.14,2501,7.83,382.47,4729,37.47,4,19,No,Normal
M04456,73.46,0.55,82.46,3018,11.76,420.61,2970,85.86,4,300,No,Normal
M04457,56.11,5.35,76.94,2540,8.92,387.62,6389,70.09,2,37,No,Normal
M04458,54,6.28,79.93,2772,8.23,399.35,6244,59,2,66,No,Fault
M04459,51.38,5.3,78.09,1406,10.23,478.27,4798,93.51,5,98,Yes,Normal
M04460,77.94,3.35,71.25,3394,10.96,439.22,5783,81.59,5,122,No,Fault
M04461,84.26,2.46,96.99,1581,8.43,431.82,3846,80.69,5,67,No,Normal
M04462,92.19,5.39,82.45,1778,7.86,451.33,8786,75.32,5,68,No,Normal
M04463,80.12,4.75,87.82,2140,3.06,429.35,7977,60.43,7,57,No,Normal
M04464,83.95,4.27,87.29,2737,8.61,375.68,6416,71.51,1,128,Yes,Fault
M04465,63.04,7.78,85.77,1745,7.62,378.14,3902,73.76,4,167,Yes,Normal
M04466,56.12,2.8,86.3,2111,6.18,339.12,3969,48.85,0,27,No,Normal
M04467,80.2,7.7,80.72,3547,8.03,420.65,9508,80.27,1,53,Yes,Fault
M04468,75.01,4.56,104.86,2727,7.54,385.32,5901,92.39,3,142,Yes,Normal
M04469,71.29,1.2,95.65,3082,8.89,399.03,8609,93.66,2,57,No,Fault
M04470,74.65,4.18,85.26,1996,7.86,406.04,10355,52.44,3,50,No,Normal
M04471,73.88,6.23,78.74,2765,9.53,397.96,3485,62.98,3,105,Yes,Normal
M04472,85.41,3.84,83.34,2712,8.9,414.03,8379,82.24,3,105,Yes,Fault
M04473,85.54,1.85,90.85,2283,11.43,407.08,6489,65.76,5,133,Yes,Fault
M04474,76.53,4.2,106,2767,7.27,404.29,12000,56.81,1,69,Yes,Fault
M04475,80.15,2.96,65.78,1570,12.59,371.66,593,89.59,2,74,No,Normal
M04476,76.17,5.39,94.24,3085,10.95,421.77,6931,64.76,3,26,No,Normal
M04477,64.47,5.89,100.77,2540,11.92,475.92,7417,43.02,1,69,No,Fault
M04478,79.08,2.6,64.19,2633,9.08,422.74,2190,82.14,2,62,No,Normal
M04479,53.27,3.23,82.46,3354,7.85,478.53,6841,87.7,4,137,Yes,Fault
M04480,82.65,5.86,70.1,3081,7.26,399.09,12000,61.68,2,65,No,Fault
M04481,55.67,2.95,91.03,2593,12.53,407.92,3946,80.84,3,43,Yes,Normal
M04482,73.43,2.55,79.98,2074,11.02,414.44,5912,37.41,1,97,No,Normal
M04483,59.86,2.38,83.18,3664,6.18,410.25,5136,67.3,6,154,No,Normal
M04484,76.64,5.13,79.25,1929,10.75,447.62,5093,60.42,3,50,Yes,Normal
M04485,69.59,5.06,95.08,3209,6.6,353.66,2733,93.92,2,26,No,Normal
M04486,50.86,3.27,88.21,1762,9.25,402.27,8728,91.22,4,73,No,Normal
M04487,75.05,4.51,88.23,3397,10.4,461.57,5912,62.71,3,46,Yes,Fault
M04488,63.06,7.25,87.25,3457,11.85,401.09,3242,64.15,4,55,No,Normal
M04489,80.57,2.75,93.01,1557,9.05,441,4254,99.35,1,107,Yes,Normal
M04490,70.02,0.99,81.33,3092,8.19,431.92,7969,94.89,4,85,No,Normal
M04491,74.75,5.32,108.81,3038,8.6,412.97,4702,50.38,4,32,No,Normal
M04492,58.51,4.3,67.71,3257,10.95,423.86,6783,66.01,5,62,No,Normal
M04493,62.93,3.22,60.84,3037,10.31,412.61,5363,79.67,7,189,Yes,Normal
M04494,64.5,5.67,59.68,2174,8.46,355.46,4209,76.76,0,101,No,Normal
M04495,80.28,6.01,55.89,2659,4.21,427.88,5045,86.08,1,51,Yes,Fault
M04496,90.13,0.53,94.42,3882,2.9,397.75,4174,59.49,4,43,No,Normal
M04497,60.34,3.33,92.72,2080,9.02,376.45,5885,80.25,2,33,No,Normal
M04498,82.92,8.67,101.91,3010,5.78,425.84,6243,71.5,3,45,No,Fault
M04499,43.96,5.55,70.21,3548,7.28,423.99,2026,88.23,6,175,Yes,Normal
M04500,55.67,5.72,95.44,2156,7.98,442.48,9453,58.03,2,28,No,Normal
M04501,58.49,6.61,85.8,1879,13.28,407.69,11211,54.89,2,63,No,Fault
M04502,53.77,4.53,87.33,1977,8.78,439.05,6715,77.03,3,162,Yes,Normal
M04503,51,5.93,93.76,3057,10.16,415.59,5250,75.64,5,116,No,Fault
M04504,74.96,5.79,74.41,1972,9.66,424.67,5969,64.7,1,169,No,Normal
M04505,67.43,5.47,121.22,2712,2.93,426.98,3825,71.92,4,199,No,Normal
M04506,74.55,3.92,103.65,3691,7.58,377.74,3489,67.74,2,149,Yes,Fault
M04507,78.29,4.81,77.56,2767,5.69,425.56,2009,84.81,2,75,No,Normal
M04508,73.19,3.44,69.73,2294,12.47,417.91,2673,67.81,3,61,No,Normal
M04509,77.89,4.52,83.77,2882,4.32,407.41,7364,72.03,3,64,No,Normal
M04510,69.17,2.4,87.55,2755,7.53,418.2,4544,59,2,117,Yes,Normal
M04511,55.76,3.08,99.92,3094,7.9,480,8009,83.99,2,164,No,Fault
M04512,82.69,3.99,68.64,3852,6.23,361.26,6767,67.94,0,136,No,Fault
M04513,62.93,2.8,89,3058,8.73,411.32,5975,100,2,88,No,Normal
M04514,58.77,3.59,63.59,4122,8.4,437.73,3912,60.1,3,36,No,Normal
M04515,67.86,4.2,91.11,3096,8.88,380.11,8157,70.78,3,74,No,Fault
M04516,59.05,5.22,83.49,2301,9.66,425.39,3616,70.36,4,91,No,Normal
M04517,64.99,6.21,112.11,4287,9.04,423.47,5280,66.18,3,176,No,Fault
M04518,74.13,3.67,63.36,2719,9.38,370.51,3249,95.91,5,35,No,Normal
M04519,74.18,6.9,104.19,2114,11.06,398.64,3181,32.78,3,295,No,Normal
M04520,59.23,6.19,61.15,4310,4.71,464.94,7429,83.65,4,181,No,Normal
M04521,64.15,5.41,66.42,2323,10.11,370.46,2434,66.36,1,59,No,Normal
M04522,82.89,4.78,61.52,2298,6.09,402.71,6836,76.47,3,155,No,Normal
M04523,75.96,5.07,88.5,2442,7.02,410.38,6620,60.49,5,240,Yes,Normal
M04524,94.9,6.64,68.57,2907,8.78,415.12,4369,69.81,2,127,No,Normal
M04525,84.16,6.7,66.12,3405,9.45,403.44,4423,70.51,2,365,No,Fault
M04526,83.73,6.9,87.84,1078,9.72,417.3,1415,57.42,2,145,No,Normal
M04527,53.35,4.57,91.32,3402,6.33,414,3497,61.89,5,107,No,Normal
M04528,79.17,5.5,85.56,2440,12.25,434.89,6419,100,1,138,Yes,Fault
M04529,69.36,6.92,82.73,2532,7.54,438.65,10022,68.2,7,96,Yes,Normal
M04530,63.39,3.38,110.6,3915,6.85,427.31,10655,68.45,5,161,No,Fault
M04531,72.02,3.93,87.04,2939,5.57,421.63,7617,92.11,2,132,No,Normal
M04532,81.34,4.53,96.28,3091,5.35,371.22,4062,80.96,3,73,Yes,Normal
M04533,76.01,6.12,87,2768,5.28,418.24,3939,69.39,5,57,No,Normal
M04534,59.46,6.15,69.63,3296,9.22,446.19,6759,65.84,1,53,Yes,Fault
M04535,78.91,4.08,92.7,3852,9.89,369.9,7431,62.6,3,114,Yes,Fault
M04536,62.35,1.78,75.82,1191,6.51,378.12,5258,100,4,49,No,Normal
M04537,72.6,4.94,83.73,3505,5.87,456.77,4407,52.11,2,111,No,Normal
M04538,66.36,2.85,89.28,3806,8.01,373.06,3679,50.52,5,132,No,Normal
M04539,67.37,1.82,57.82,3126,8.72,412.12,2710,57.81,6,320,No,Normal
M04540,79.19,2.23,62.47,2360,9.1,399.55,5842,48.94,1,230,Yes,Normal
M04541,57.52,5.09,97.73,2051,6.28,455.09,10675,72.85,2,173,No,Normal
M04542,93.34,6.95,75.71,4335,8.12,423.48,7436,83.41,4,11,Yes,Fault
M04543,48.15,4.57,76.37,2212,12.1,437.15,2222,60.76,2,191,No,Normal
M04544,62.83,4.88,87.33,3786,5.75,416.56,5101,55.7,4,140,No,Fault
M04545,74.44,6.63,79.6,3054,8.43,470.87,3642,84.25,2,59,No,Normal
M04546,77.01,1.72,90.85,4130,9.65,394.17,6499,72.63,1,130,No,Fault
M04547,68.79,5.44,84.28,2593,6.27,424.62,8851,19.59,2,31,No,Normal
M04548,69.31,4.48,87.78,1755,9.91,450.2,5980,36.26,3,61,Yes,Normal
M04549,74.93,5.52,75.17,2801,5.42,456.55,4217,78.66,5,58,No,Fault
M04550,67.23,3.63,87.71,1834,9.96,407.5,8869,95.59,2,31,No,Normal
M04551,86.72,3.03,100.47,4500,8.6,358.3,6996,71.44,1,37,No,Fault
M04552,80.07,4.75,77.05,3209,5.24,404.24,4111,73.23,4,28,No,Normal
M04553,80.47,7.47,97.81,3306,10.08,463.82,6650,70.16,1,41,No,Fault
M04554,58.41,6.05,84.28,3306,6.44,393.63,5470,81.72,2,86,No,Fault
M04555,69.05,3.59,95.28,2349,8.15,423.15,12000,47.88,3,59,No,Fault
M04556,66.39,2.09,86.8,2714,9.95,406.4,8298,73.49,0,107,No,Normal
M04557,57.93,1.47,84.53,2872,6.28,412.98,6479,68.7,1,28,No,Normal
M04558,74.32,6.87,89.9,4064,7.28,451.74,3094,64.88,3,177,No,Normal
M04559,63.55,2.78,101.99,2048,11.09,422.13,6723,58.01,0,100,No,Normal
M04560,77.86,3.91,88.31,2326,3.74,472.17,4216,70.96,3,159,No,Normal
M04561,57.16,6.88,91.7,2564,11.76,442.34,4504,53.66,0,56,No,Normal
M04562,90.63,1.59,79.84,2362,5.13,418.67,3081,60.2,1,59,Yes,Normal
M04563,59.24,7.19,106.99,1852,6.89,412.36,11754,78.66,6,143,No,Fault
M04564,72.63,4.04,93.96,1042,9.15,424.29,2682,70.63,6,77,No,Normal
M04565,79.5,2.43,86.09,1613,9.89,380.47,4746,42.18,3,58,No,Normal
M04566,63.15,4.05,83.28,3514,9.19,385.39,1281,87.12,3,125,No,Fault
M04567,80.23,3.2,98.69,2795,8.61,436.2,3913,59.52,3,63,Yes,Normal
M04568,55.25,5.29,76.51,3343,7.5,440.75,3804,76,2,25,No,Normal
M04569,87.43,3.33,60.04,2421,12.09,377.96,4015,63.71,5,75,No,Normal
M04570,70.17,1.06,86.01,2736,10.28,439.07,8968,67.59,8,80,No,Normal
M04571,62.84,4.1,101.66,3849,11.2,410.08,4222,89.04,3,155,No,Fault
M04572,66.41,2.06,107.28,3809,7.53,391.73,1691,53.25,4,77,Yes,Normal
M04573,79.71,4.87,83.5,3412,3.15,406.19,2552,69.66,4,48,Yes,Normal
M04574,62.99,2.36,85.61,2932,10.85,439.87,5951,53.16,6,100,No,Normal
M04575,61.01,3.62,92.27,3137,9.32,432.05,5323,73.53,4,76,No,Fault
M04576,67.34,4.83,81.3,3041,8.92,423.32,4006,32.78,4,129,Yes,Normal
M04577,55.88,4.12,92.23,2691,7.2,425.6,8221,51.31,2,139,Yes,Normal
M04578,91.85,4.95,83.8,2537,7.7,383.05,4630,97.35,2,95,No,Fault
M04579,63.2,5.72,99.16,3530,7.12,430.31,4696,35.72,2,61,No,Normal
M04580,79.98,2.42,95.12,1958,8.6,402.2,4357,61.17,4,149,No,Normal
M04581,72.51,4.38,96.34,3767,5.89,471.59,8582,59.13,2,86,Yes,Fault
M04582,58.19,0.5,82.13,2621,10.25,404.36,6818,73.32,1,81,No,Normal
M04583,69.93,4.95,111.96,1946,13.18,477.33,9505,54.29,4,203,Yes,Fault
M04584,79.41,3.96,91.77,2445,7.13,410.49,8649,70.76,2,88,Yes,Fault
M04585,67.74,2.73,88.46,2232,4.84,412.34,5896,60.2,0,117,No,Normal
M04586,84.32,5.07,74.35,2426,8.27,406.76,6019,48.47,2,50,No,Normal
M04587,82.26,6.61,83.64,2414,9.23,379.77,10716,56.1,2,66,No,Normal
M04588,81.03,3.64,86.6,2388,9.54,452.14,4562,66.8,6,55,No,Normal
M04589,64.48,2.8,73.97,2600,12.19,417.72,2473,77.8,1,116,No,Normal
M04590,57.04,4.8,80.91,2758,10.38,432.56,7511,52.36,8,60,No,Normal
M04591,62.64,2.1,82.68,3297,4.33,460.22,8676,61.83,1,93,Yes,Normal
M04592,72.35,3.31,85.78,2641,5.66,411.33,7021,77.31,2,76,No,Normal
M04593,76.55,6.7,60.32,3012,9.43,412.4,2815,55.16,3,19,Yes,Fault
M04594,43.94,4.61,83.11,2805,7.46,419.06,8254,58.44,3,118,No,Normal
M04595,69.9,1.12,79.72,3151,11.98,379.08,7613,59.11,2,228,No,Normal
M04596,71.9,1.27,84.71,2830,6.34,363.79,6569,78.74,1,76,Yes,Normal
M04597,66.67,4.79,99.49,2380,10.71,372.9,4210,63.38,4,118,Yes,Normal
M04598,85.5,6.05,113.73,2203,7.01,449.76,4251,93.33,3,40,No,Normal
M04599,75.06,1.59,94.5,2937,9.1,405.87,3323,76.23,2,87,No,Normal
M04600,85.72,5.31,67.72,3628,6.6,436.96,5004,54.63,4,70,No,Normal
M04601,67.41,6.89,80.16,2651,9.79,407.76,4501,74.79,3,47,No,Normal
M04602,81.25,7.9,93.34,2344,10.97,370.83,8198,79.59,1,24,Yes,Fault
M04603,89.62,5.1,91.77,2633,9.08,439.25,5021,50.97,4,175,Yes,Fault
M04604,85.74,5.41,98.82,2435,12.89,390.11,3522,78.25,5,48,Yes,Fault
M04605,56.89,0.66,83.64,2366,6.84,431.24,3503,59.06,3,105,No,Normal
M04606,66.96,8.28,79.91,1862,8.73,440.86,4012,64.04,5,13,No,Normal
M04607,65.86,3.46,109.53,2641,10.45,413.76,3625,85.58,4,113,No,Normal
M04608,75.87,2.82,85.82,2953,6.32,428.27,2934,51.49,4,95,No,Normal
M04609,78.24,4.04,70.77,2097,8.64,375.15,3988,62.88,2,69,No,Normal
M04610,59.93,7.22,105.65,2229,10.03,480,4531,67.61,3,112,No,Fault
M04611,70.81,8.47,64.05,2184,10.64,427.32,3043,81.09,5,46,No,Normal
M04612,45.76,4.73,45,1899,11.13,436.87,3140,53.52,3,64,No,Normal
M04613,87.3,6.3,95.77,2179,6.5,441.16,10711,76.8,2,139,Yes,Normal
M04614,63.85,4.58,97.75,2671,9.16,411.1,12000,95.14,2,71,Yes,Fault
M04615,70.67,2.63,90.8,1928,5.48,417.18,5060,71.87,2,147,No,Normal
M04616,66.28,7.16,66.77,2711,6.83,445.38,12000,37.8,4,126,Yes,Normal
M04617,83.75,3.38,84.18,2343,8.1,404.7,10579,92.61,0,158,Yes,Fault
M04618,35.95,7.26,81.11,2196,11.13,425.95,4282,68.62,1,90,No,Normal
M04619,69.8,6.84,77.48,3045,9.71,428.1,6296,100,4,112,No,Fault
M04620,68.73,5.61,104.77,2384,8.59,394.43,2857,66.29,4,98,No,Normal
M04621,64.56,7.79,70.35,2494,9.53,427.43,8981,88.86,1,12,No,Fault
M04622,90.71,8.52,89.43,3644,9.7,367.56,9068,100,3,52,Yes,Fault
M04623,59.35,4.18,101.72,2202,9.35,440.7,2833,36.26,4,83,No,Normal
M04624,79.26,3.04,90.34,3818,7.18,458.96,4800,59.01,0,24,No,Normal
M04625,74.28,1.14,102.38,2574,6.3,440.36,12000,64.23,3,82,No,Normal
M04626,85.14,8.54,92.89,2062,7.99,456.92,5710,93.6,3,17,Yes,Fault
M04627,61.99,3.71,91.01,2440,6.67,393.66,1762,54.34,2,32,No,Normal
M04628,61.2,6.54,90.14,2845,9.93,408.7,4055,89.07,1,229,Yes,Fault
M04629,83.15,3.17,93.59,3615,12.02,418.51,4959,67.26,1,118,No,Fault
M04630,75.1,7.27,79.6,3319,9.8,418.61,2595,58.25,3,78,No,Normal
M04631,51.46,3.24,66.77,2842,4.34,402.76,5379,56.86,1,82,Yes,Normal
M04632,63.53,2.35,98.36,3619,7.04,389.43,4455,87.61,0,83,No,Normal
M04633,74.64,4.12,101.26,1577,8.54,463.36,6065,76.89,4,70,No,Normal
M04634,80.05,3.54,88.53,2962,5.2,391.67,7540,58.6,3,149,Yes,Normal
M04635,61.85,5.57,77.32,3001,8.57,461.38,12000,100,2,26,No,Fault
M04636,35.03,4.41,63.19,3009,9.58,428.86,5748,74.19,2,104,No,Normal
M04637,76.28,5.63,86.2,1753,11.74,420.68,7478,81.53,2,74,No,Fault
M04638,55.36,3.98,66.11,2139,12.68,430.2,7516,100,4,54,No,Normal
M04639,45.79,3.3,64.15,2692,5.76,457.66,3179,82.97,4,166,No,Normal
M04640,36.01,3.45,84.71,3525,8.23,341.52,3165,86.92,2,80,No,Normal
M04641,79.77,8.18,74.31,4045,8.26,425.06,6696,64.37,1,48,Yes,Fault
M04642,71.54,4.91,89.83,2368,6.86,419.17,5010,69.89,4,186,No,Normal
M04643,67.29,0.93,82.77,1949,8.73,420.21,7558,61.28,5,146,No,Normal
M04644,86.67,3.56,76.51,3330,8.32,441.33,6187,65.4,3,105,No,Normal
M04645,77.65,4.67,61.13,4499,9.91,397.91,1906,74.14,1,80,No,Fault
M04646,89.4,7.82,73.06,3520,11.62,382.78,7648,50.88,3,29,No,Fault
M04647,53.29,6.35,73.57,2313,8.8,376.24,2388,88.18,1,33,Yes,Normal
M04648,69.59,2.84,67.85,4500,7.37,389.59,6469,78.1,2,104,Yes,Normal
M04649,50.6,8.85,80.39,3246,6.14,434.25,7631,71.24,0,87,Yes,Fault
M04650,67.25,4.44,68.94,2286,13.2,429.14,5679,75.27,4,97,Yes,Normal
M04651,67.02,6.74,82.71,4057,10.59,439.73,7934,65.93,1,91,No,Fault
M04652,77.52,2.42,88.37,2235,9.42,402.13,2914,42.01,4,123,No,Normal
M04653,70.55,0.5,73.43,2396,8.12,403.37,8738,39.68,3,87,No,Normal
M04654,77.48,1.96,90.96,3272,12.21,461.3,4111,55.95,5,105,Yes,Normal
M04655,78.44,0.5,65.94,2784,8.13,443.55,1503,90.87,1,93,Yes,Normal
M04656,95.86,8.3,69.43,2824,4.56,436.06,9442,49.78,1,50,No,Fault
M04657,66.22,4.89,83.41,2825,9.11,363.91,6660,58.03,3,25,No,Normal
M04658,58.71,2.84,94.62,3524,5.68,469.82,4758,100,3,113,No,Normal
M04659,72.95,5.31,97.14,1289,9.12,412.43,2117,61.84,3,128,No,Normal
M04660,60.37,4.84,107.57,2985,11.59,419.84,4102,26.56,5,67,No,Normal
M04661,87.78,5.62,79.73,2611,4.65,427.53,5076,60.75,2,186,No,Normal
M04662,66.6,6.68,83.21,2311,6.43,419.61,6336,54.38,1,272,No,Normal
M04663,63.21,3.98,70.54,2309,10.49,410.18,10146,65.04,4,48,No,Fault
M04664,64.34,2.92,67.45,1086,7.35,419.06,3353,70.6,1,135,Yes,Normal
M04665,78.62,5.99,88.2,2281,9.45,432.82,2420,100,2,93,No,Fault
M04666,68.11,5.94,74.14,3639,9.46,438.77,4172,71.23,5,51,No,Fault
M04667,62.3,4.68,102.25,3341,10.55,449.15,8815,57.08,4,42,No,Normal
M04668,89.98,8.42,64.53,2676,7.01,384.27,3843,60.3,5,87,No,Normal
M04669,59.73,3.71,91.81,1883,2.63,399.71,4204,61.81,3,302,No,Normal
M04670,70.43,2.88,70.92,3334,9.41,438.88,12000,84.59,3,50,No,Fault
M04671,77.83,5.25,73.51,3651,4.89,371.03,6938,87.36,7,142,Yes,Normal
M04672,50.42,3.29,92.55,3472,10.65,419.52,2140,52.49,3,123,No,Normal
M04673,75.76,5.39,75.54,2170,8.4,392.99,8911,68.81,1,287,No,Normal
M04674,57.34,3,77.78,2238,7.82,430.43,6577,53.29,5,86,No,Normal
M04675,79.87,3.78,73.63,3876,10.09,391.34,7304,58.98,1,47,No,Fault
M04676,58.45,7.9,109.99,2014,4.49,404.93,2589,77.33,2,136,No,Normal
M04677,78.31,3.77,76.36,3111,8.04,406.87,7702,75.72,1,113,No,Normal
M04678,83.27,3.06,85.72,1644,9.53,421.9,6952,57.53,1,63,Yes,Normal
M04679,80.34,6.61,82.17,2605,9.08,441.83,2736,99.63,1,50,No,Normal
M04680,73.02,2.61,88.1,3180,7.38,443.89,8935,79.59,8,139,Yes,Normal
M04681,67.22,3.25,76.39,2781,7.4,420.74,8259,87.05,2,61,Yes,Fault
M04682,63.08,5.54,82.19,3141,12.05,383.93,7234,67.68,2,111,No,Fault
M04683,87.65,6.19,90.52,2003,10.6,480,5388,70.58,1,153,No,Normal
M04684,61.61,6.7,72.92,2267,6.97,412.61,3460,79.01,5,149,Yes,Normal
M04685,57.56,3.16,100.25,3113,11.6,422.66,4190,71.14,2,94,No,Normal
M04686,77.98,5.57,101.6,3253,10.24,421.78,6584,80.55,0,92,Yes,Fault
M04687,60.45,3.66,93.49,2943,9.62,424.91,4330,83.44,2,79,Yes,Fault
M04688,58.6,3.41,85.98,3416,9.71,391.28,3653,44.01,6,65,No,Normal
M04689,52.68,6.67,45,1723,5.86,427.28,6090,69.32,3,183,No,Normal
M04690,64.21,3.51,90.94,2497,11.96,466,2381,50.93,3,114,No,Normal
M04691,69.01,5,79.52,3985,10.69,358.74,2972,50.32,3,53,Yes,Fault
M04692,72.92,4.78,81.55,3634,9.06,415.9,6757,84.05,3,69,Yes,Fault
M04693,81.42,2.57,58.44,3212,9.06,383.6,5940,75.43,3,100,No,Normal
M04694,76.32,6.24,91.91,2699,8.29,442.69,2788,85.19,3,52,No,Normal
M04695,67.71,5.51,64.72,3473,7.19,446.95,3230,68.5,5,62,No,Normal
M04696,67.62,0.92,86.66,3079,9.73,411.43,5610,67.52,9,78,No,Normal
M04697,76.12,5,97.67,1814,6.67,416.7,7211,78.15,7,111,Yes,Normal
M04698,85.27,3.11,78.43,3447,8.85,390.33,1918,82.68,5,169,No,Normal
M04699,71.52,6.47,102.02,2237,8.72,348.98,2709,54.24,3,124,Yes,Normal
M04700,64.37,1.9,74.54,3294,9.39,407.43,7470,74.99,3,90,No,Normal
M04701,58.09,3.86,93.41,1750,10.66,409.02,2118,60.87,5,55,No,Normal
M04702,52.66,5.15,66.73,3839,9.43,416.2,2290,60.91,5,156,No,Normal
M04703,78,4.6,99.44,2621,10.1,330,9155,81.86,3,146,No,Fault
M04704,76.94,5.87,97.26,2079,4.04,366.69,5325,71.78,1,42,No,Normal
M04705,76.93,1.77,91.56,2352,9.56,373.47,3307,68.86,3,43,No,Normal
M04706,68.46,7.47,79.49,2581,8.67,417.33,12000,38.09,2,54,No,Normal
